 10 -0.11178919216571095 29.082206070284588 4.352973182146482 0 0 1 1
 10 -0.04768639885663354 29.06463476166723 4.3533694085243795 0 1 1 1
 10 -0.012962771514270582 28.94810956208449 4.346179799303524 0 2 1 1
 10 -0.053463799523063384 29.022047875636837 4.352100932534487 0 3 1 1
 10 0.19673624466542858 20.606742332931972 3.963280858655421 1 3 1 2
 10 -0.04811681414986001 20.82734801486088 4.0099896843897875 1 4 1 2
 10 -6.658777419521674 8.143047191822104 5.398756782753071 1 4 2 2
 10 0.16993727785149346 20.706231224772832 3.9897810507165987 2 4 2 2
 10 -34.64800297273298 5.326748230448136 7.368042774005275 2 4 3 3
 10 -35.23244558763705 1.8594715256849297 7.413278223918235 2 4 4 3
 10 -24.583226663924762 11.891708815370546 6.9434020005145145 2 4 5 3
 10 -33.6884229020735 7.816910516880713 7.287467638979389 2 4 6 3
 10 -0.006724902608584916 8.109314032517991 2.4704001804703535 2 5 6 4
 10 -51.964951069127565 2.5938561442026193 6.869209640143549 2 5 7 4
 10 -0.6959433087028162 13.51744362241202 4.775253556725239 2 5 8 4
 10 -51.96287168593581 2.573421462609467 6.869192137272121 2 5 9 4
 10 -29.430587022498486 2.6780846771064484 7.168215180317877 2 5 10 5
 10 -29.259269729178072 5.182446103531506 7.1607410556355084 2 5 11 5
 10 -29.20422660794974 2.917237504602896 7.160060002275036 2 5 12 5
 10 -28.973585799929044 3.930298643312665 7.132150587877068 2 5 13 5
 10 -8.85687524656301 13.997475070679448 4.74250762039482 2 5 14 6
 10 -8.626162803204949 13.947600299494004 4.7042094429066115 2 5 15 6
 10 -8.864989831881141 13.957500746280598 4.741251467269086 2 5 16 6
 10 -9.044289220255845 13.910333007442922 4.767247557216316 2 5 17 6
 10 -18.06146558984009 13.730801926724435 5.124196958708954 2 5 18 7
 10 -35.28660766035227 1.5659209446411413 6.6405466245404785 2 5 19 7
 10 -31.056230708197166 12.047773293240304 6.294739746214729 2 5 20 7
 10 -35.304422004312215 1.584884331919495 6.641033789603018 2 5 21 7
 10 -44.74085685186184 25.550797933121594 7.131098295789444 2 5 22 8
 10 -56.27088522658075 11.745910705396113 7.915016739115911 2 5 23 8
 10 -57.937001446379895 5.833656214661921 8.032032269318222 2 5 24 8
 10 -54.28020439505216 15.472714142452087 7.798066270025626 2 5 25 8
 10 0.7679418401665422 12.04876006719405 2.4531946006040415 3 5 25 9
 10 0.09010305429583619 12.235949387302869 2.512801771892766 3 6 25 9
 10 1.8390068445007555 11.838680817131435 2.347452019690603 4 6 25 9
 10 0.16477705114840266 11.46938102430196 2.4039938483790224 5 6 25 9
 10 -17.60195844164186 10.571942933818791 5.425184086191396 5 6 26 10
 10 -17.858267895844087 10.374866094401247 5.453223073594717 5 6 27 10
 10 -18.566093694882728 9.41005497676445 5.530737711898077 5 6 28 10
 10 -18.694378863958782 9.43627374648961 5.5453419003617945 5 6 29 10
 10 -0.048497656971591724 17.034937943519832 4.206706669892825 5 7 29 11
 10 -50.087858278367754 5.0458716724132096 6.869709938209036 5 7 30 11
 10 0.09970669014374309 17.22521824285045 4.249615600516327 5 8 30 11
 10 -0.08604304233802591 17.020073244624605 4.222551403817061 5 9 30 11
 10 0.04509461987809022 10.774106036756326 3.398977817838967 5 10 30 12
 10 -0.07110968701271676 10.688897877072442 3.3840074461890732 5 11 30 12
 10 0.09285260175680428 10.423093067843839 3.3648108510483055 5 12 30 12
 10 -23.730885882652558 20.999007233155563 7.837939092158599 5 12 31 12
 10 -9.423943595804612 8.538324671002524 3.734399720556977 5 12 32 13
